kepoi_name,period_days,orbital_dist_AU,planet_radius_earth,planet_type,stellar_mass_solar,stellar_temp_K,luminosity_solar,hz_inner_AU,hz_outer_AU,in_habitable_zone,koi_kepmag
K03421.01,40.6507,0.255,1.6,Super-Earth,1.339,6535.0,2.6936,1.5592,2.2485,False,13.935
K03422.01,40.1439,0.3248,15.53,Super-Jupiter,2.836,7945.0,208.9394,13.732,19.803,False,13.201
K02215.01,22.0446,0.1514,1.03,Rocky (Earth-like),0.953,5974.0,1.8142,1.2796,1.8453,False,12.999
K02370.01,78.7324,0.3975,4.35,Gas Giant,1.351,6735.0,4.1813,1.9426,2.8014,False,13.003
K02603.01,73.7116,0.3588,1.57,Super-Earth,1.134,6431.0,2.7392,1.5723,2.2674,False,12.643
K03156.04,94.2245,0.3908,33.62,Super-Jupiter,0.897,6911.0,4.6112,2.04,2.9419,False,7.899
K00326.01,8.9735,0.099,35.06,Super-Jupiter,1.606,4751.0,60.8332,7.4096,10.6854,False,12.96
K03425.03,7.6436,0.0818,1.59,Super-Earth,1.251,6120.0,5.0345,2.1316,3.074,False,13.266
K02295.01,16.2908,0.1164,0.62,Rocky (Earth-like),0.793,5451.0,0.6176,0.7466,1.0766,False,11.671
K02833.01,1.7919,0.0303,1.25,Super-Earth,1.15,6085.0,4.0521,1.9123,2.7578,False,12.599
K02914.01,21.1182,0.158,1.54,Super-Earth,1.179,6469.0,3.6541,1.816,2.6189,False,12.199
K02915.01,5.0609,0.0576,1.07,Rocky (Earth-like),0.993,5941.0,1.7075,1.2414,1.7902,False,13.346
K00048.01,23.8368,0.1661,208.11,Super-Jupiter,1.076,6095.0,4.66,2.0508,2.9574,False,13.722
K03161.01,6.0941,0.0743,80.64,Super-Jupiter,1.474,6790.0,5.3569,2.1988,3.1709,False,9.58
K03165.01,4.1176,0.0553,1.09,Rocky (Earth-like),1.33,6422.0,5.2229,2.1711,3.131,False,10.335
K00319.01,46.1512,0.2766,10.63,Gas Giant,1.325,5882.0,4.5752,2.032,2.9304,False,12.711
K02222.01,34.1356,0.2835,13.59,Super-Jupiter,2.607,7818.0,103.4286,9.6615,13.9329,False,12.963
K00266.02,47.7436,0.2789,1.82,Super-Earth,1.269,6283.0,4.3704,1.986,2.8641,False,11.472
K02534.02,5.422,0.0624,1.02,Rocky (Earth-like),1.1,6184.0,1.4137,1.1295,1.6289,False,13.925
K02610.01,24.1072,0.187,2.64,Mini-Neptune,1.502,6585.0,10.6876,3.1057,4.4788,False,12.605
K02610.02,115.2295,0.5308,3.2,Mini-Neptune,1.502,6585.0,10.6876,3.1057,4.4788,False,12.605
K02612.02,7.5731,0.0708,0.54,Rocky (Earth-like),0.824,5461.0,0.6813,0.7841,1.1308,False,11.83
K00283.03,9.4881,0.0871,0.73,Rocky (Earth-like),0.978,5680.0,0.964,0.9327,1.3451,False,11.525
K03083.01,10.1832,0.0928,0.68,Rocky (Earth-like),1.028,5942.0,0.9841,0.9424,1.3591,False,12.857
K03168.01,56.3481,0.2996,1.16,Rocky (Earth-like),1.13,5968.0,2.8774,1.6115,2.3239,False,10.455
K03184.03,4.0202,0.0501,0.57,Rocky (Earth-like),1.039,5788.0,1.9065,1.3117,1.8916,False,11.158
K00326.02,108.5403,0.5215,33.79,Super-Jupiter,1.606,4751.0,60.8332,7.4096,10.6854,False,12.96
K02696.01,96.4561,0.4617,5.56,Gas Giant,1.411,7030.0,6.0822,2.3429,3.3787,False,12.998
K02696.02,44.5645,0.2759,3.39,Mini-Neptune,1.411,7030.0,6.0822,2.3429,3.3787,False,12.998
K02758.01,253.355,1.007,25.41,Super-Jupiter,2.122,5177.0,22.8082,4.537,6.5428,False,11.893
K02840.01,3.6793,0.043,0.79,Rocky (Earth-like),0.781,5676.0,0.6697,0.7774,1.1211,False,13.884
K02840.02,7.4465,0.0687,0.74,Rocky (Earth-like),0.781,5676.0,0.6697,0.7774,1.1211,False,13.884
K02925.01,0.7165,0.0149,30.82,Super-Jupiter,0.863,5552.0,0.9044,0.9034,1.3029,False,13.458
K03190.01,8.953,0.0847,0.73,Rocky (Earth-like),1.012,6280.0,1.738,1.2524,1.8061,False,11.458
K00332.02,6.8668,0.0736,0.81,Rocky (Earth-like),1.126,5716.0,1.5181,1.1705,1.688,False,13.046
K00268.01,110.3783,0.4825,3.03,Mini-Neptune,1.23,6343.0,2.71,1.5639,2.2553,False,10.56
K02623.02,4.0267,0.0523,0.64,Rocky (Earth-like),1.177,6528.0,2.1736,1.4006,2.0198,False,13.383
K03196.02,6.883,0.0755,0.81,Rocky (Earth-like),1.21,6422.0,2.957,1.6336,2.3558,False,11.525
K03197.01,22.5992,0.1607,1.93,Super-Earth,1.084,6335.0,3.4226,1.7575,2.5345,False,11.531
K03193.01,32.6122,0.1998,23.98,Super-Jupiter,1.0,5780.0,1.0014,0.9507,1.371,False,11.486
K03194.01,10.8131,0.1045,14.77,Super-Jupiter,1.302,6531.0,3.8211,1.857,2.678,False,11.487
K03196.01,4.9606,0.0607,0.64,Rocky (Earth-like),1.21,6422.0,2.957,1.6336,2.3558,False,11.525
K03444.01,12.6714,0.0897,0.82,Rocky (Earth-like),0.6,3842.0,0.0699,0.2512,0.3622,False,13.693
K03444.02,60.3267,0.2539,29.78,Super-Jupiter,0.6,3842.0,0.0699,0.2512,0.3622,True,13.693
K03444.03,2.636,0.0315,0.55,Rocky (Earth-like),0.6,3842.0,0.0699,0.2512,0.3622,False,13.693
K02706.01,3.0976,0.0464,1.8,Super-Earth,1.39,6491.0,5.7497,2.278,3.2851,False,10.268
K03017.01,2.4629,0.0338,0.66,Rocky (Earth-like),0.848,5893.0,1.0118,0.9556,1.3781,False,13.308
K03203.01,96.8172,0.4325,2.12,Mini-Neptune,1.151,7095.0,5.2735,2.1816,3.1461,False,11.816
K03206.01,15.1517,0.1198,1.43,Super-Earth,1.0,5780.0,1.0014,0.9507,1.371,False,11.843
K03207.01,0.9544,0.0223,2.63,Mini-Neptune,1.62,7056.0,10.0709,3.0148,4.3477,False,11.872
K00005.01,4.7803,0.0578,7.07,Gas Giant,1.13,5753.0,2.9995,1.6453,2.3727,False,11.665
K02398.01,1.169,0.0223,115.12,Super-Jupiter,1.08,6514.0,3.2344,1.7085,2.4639,False,13.579
K02935.01,27.88,0.1828,1.54,Super-Earth,1.048,6434.0,1.7113,1.2428,1.7922,False,13.603
K03020.01,10.9192,0.0952,1.15,Rocky (Earth-like),0.965,6174.0,1.8183,1.281,1.8474,False,13.534
K03208.01,2.1317,0.0355,1.26,Super-Earth,1.313,5884.0,4.2417,1.9566,2.8216,False,11.893
K03209.01,11.9126,0.1033,1.31,Super-Earth,1.037,6603.0,2.3387,1.4528,2.0951,False,11.915
K03213.01,14.1606,0.1531,2.93,Mini-Neptune,2.385,8753.0,73.9015,8.1668,11.7773,False,11.98
K00051.01,10.4311,0.0934,49.78,Super-Jupiter,1.0,5780.0,1.0014,0.9507,1.371,False,13.761
K02324.01,1.2047,0.0222,1.66,Super-Earth,1.0,5780.0,1.0014,0.9507,1.371,False,11.671
K02636.02,5.1777,0.0592,0.63,Rocky (Earth-like),1.03,5854.0,1.0099,0.9547,1.3768,False,12.32
K02712.01,7.5078,0.0788,1.64,Super-Earth,1.159,6450.0,2.7057,1.5627,2.2535,False,11.125
K02859.03,4.2888,0.0454,0.57,Rocky (Earth-like),0.68,5374.0,0.389,0.5925,0.8545,False,13.851
K02859.05,5.431,0.0532,0.64,Rocky (Earth-like),0.68,5374.0,0.389,0.5925,0.8545,False,13.851
K03214.02,25.0898,0.1921,2.02,Mini-Neptune,1.502,6036.0,11.6824,3.2471,4.6826,False,12.014
K03384.01,10.5484,0.0964,1.15,Rocky (Earth-like),1.074,6053.0,1.431,1.1364,1.6389,False,13.204
K02641.01,3.5556,0.0444,0.9,Rocky (Earth-like),0.926,5839.0,1.221,1.0497,1.5138,False,13.845
K02784.01,4.1425,0.0509,1.44,Super-Earth,1.027,6788.0,5.8669,2.3011,3.3184,False,11.056
K06753.01,72.282,0.4317,13.11,Super-Jupiter,2.054,7694.0,41.3613,6.1097,8.8108,False,9.277
K06889.01,75.9067,0.3438,0.63,Rocky (Earth-like),0.941,6140.0,1.8546,1.2937,1.8657,False,11.649
K07157.01,23.9831,0.1581,1.17,Rocky (Earth-like),0.916,5696.0,1.5765,1.1928,1.7202,False,13.863
K01957.02,1.7515,0.0291,7.34,Gas Giant,1.073,6419.0,2.1498,1.3929,2.0087,False,12.655
K04871.02,5.5225,0.0623,0.76,Rocky (Earth-like),1.056,6532.0,2.5398,1.514,2.1833,False,13.05
K06631.01,2.5627,0.0343,0.48,Rocky (Earth-like),0.823,5190.0,0.5261,0.6891,0.9937,False,13.273
K06763.01,2.4469,0.0358,0.56,Rocky (Earth-like),1.022,5821.0,1.0992,0.996,1.4363,False,12.16
K07032.01,3.6405,0.0466,0.61,Rocky (Earth-like),1.017,5745.0,0.8563,0.8791,1.2677,False,12.646
K07162.01,5.1581,0.0643,2.02,Mini-Neptune,1.331,5155.0,7.1316,2.537,3.6586,False,13.031
K07291.01,25.9137,0.186,3.37,Mini-Neptune,1.279,6167.0,7.1424,2.5389,3.6614,False,12.556
K07427.01,7.8935,0.0774,0.78,Rocky (Earth-like),0.991,6306.0,1.7449,1.2549,1.8097,False,13.954
K07430.01,1.3205,0.0349,18.94,Super-Jupiter,3.257,5172.0,116.2055,10.2409,14.7684,False,11.466
K01962.01,32.8586,0.2062,2.28,Mini-Neptune,1.083,5904.0,2.3556,1.4581,2.1027,False,10.77
K01964.01,2.2293,0.0319,0.72,Rocky (Earth-like),0.871,5547.0,0.8308,0.8659,1.2487,False,10.687
K02029.04,4.7885,0.0524,0.6,Rocky (Earth-like),0.836,5238.0,0.3819,0.5871,0.8466,False,12.957
K02158.02,6.6823,0.0669,1.01,Rocky (Earth-like),0.896,5445.0,1.6811,1.2317,1.7763,False,13.052
K02159.01,7.5967,0.0745,1.18,Rocky (Earth-like),0.956,5713.0,1.0437,0.9705,1.3996,False,13.482
K07169.01,10.5114,0.0993,0.72,Rocky (Earth-like),1.182,6575.0,2.8556,1.6054,2.3151,False,12.931
K07174.01,1.5849,0.0218,0.37,Rocky (Earth-like),0.552,4201.0,0.0895,0.2842,0.4099,False,13.742
K07305.01,3.7292,0.0523,0.8,Rocky (Earth-like),1.37,6215.0,5.6255,2.2532,3.2494,False,9.976
K07435.01,1.3675,0.0245,0.82,Rocky (Earth-like),1.044,5836.0,1.1431,1.0157,1.4647,False,13.861
K06913.02,1.7517,0.0421,3.86,Mini-Neptune,3.249,10894.0,242.2093,14.7849,21.3214,False,13.752
K07179.01,407.1466,1.0755,1.18,Rocky (Earth-like),1.001,5845.0,1.5029,1.1646,1.6795,False,13.31
K07180.01,487.8389,1.2039,3.94,Mini-Neptune,0.978,5421.0,2.7298,1.5696,2.2635,False,13.728
K01972.01,17.7911,0.136,2.11,Mini-Neptune,1.059,6095.0,1.216,1.0476,1.5107,False,13.8
K06263.01,8.6097,0.1006,3.33,Mini-Neptune,1.83,5418.0,13.853,3.5359,5.0991,False,12.765
K06401.01,1.9613,0.0352,41.53,Super-Jupiter,1.516,6221.0,6.4921,2.4206,3.4907,False,13.749
K06526.01,486.7783,1.4636,9.3,Gas Giant,1.765,5039.0,14.1735,3.5765,5.1577,False,13.892
K06657.01,1.6037,0.0322,1.54,Super-Earth,1.732,6400.0,9.4984,2.9279,4.2223,False,13.7
K07455.01,3.7737,0.0536,2.44,Mini-Neptune,1.44,7302.0,10.9189,3.1392,4.527,False,11.419
K02169.04,2.1925,0.0324,0.39,Rocky (Earth-like),0.947,5406.0,0.5921,0.731,1.0542,False,12.404
K06409.01,19.9311,0.1589,2.42,Mini-Neptune,1.348,5500.0,5.0943,2.1442,3.0922,False,13.37
K06798.01,2.6419,0.0348,3.56,Mini-Neptune,0.805,5195.0,5.6292,2.254,3.2505,False,13.533
K07061.01,1.3716,0.0266,4.91,Gas Giant,1.341,7045.0,5.6862,2.2653,3.2669,False,13.104
K07330.01,198.1131,0.6911,1.09,Rocky (Earth-like),1.122,6163.0,2.8582,1.6061,2.3162,False,11.909
K02042.01,63.0736,0.3503,6.67,Gas Giant,1.441,6628.0,9.9983,3.0039,4.332,False,13.089
K06676.01,439.2198,1.1373,1.81,Super-Earth,1.017,6553.0,1.5311,1.1755,1.6952,False,13.993
K07072.01,15.3903,0.1457,4.39,Gas Giant,1.74,5649.0,22.7863,4.5348,6.5397,False,13.808
K07073.01,279.0366,0.8728,30.25,Super-Jupiter,1.139,6072.0,1.9764,1.3356,1.926,False,13.054
K07209.01,8.2553,0.0957,3.28,Mini-Neptune,1.714,5403.0,9.9091,2.9905,4.3126,False,13.816
K07467.01,7.2056,0.0755,1.33,Super-Earth,1.107,6002.0,3.3372,1.7355,2.5027,False,13.553
K07470.01,392.5011,1.0016,1.9,Super-Earth,0.87,5128.0,0.6056,0.7393,1.0661,True,13.87
K06291.01,8.8324,0.0812,0.98,Rocky (Earth-like),0.914,6060.0,1.5532,1.184,1.7074,False,13.303
K06680.01,5.5251,0.0598,0.8,Rocky (Earth-like),0.936,5600.0,0.9489,0.9254,1.3345,False,13.692
K06819.01,3.2262,0.0455,1.01,Rocky (Earth-like),1.205,6534.0,3.3769,1.7458,2.5176,False,11.429
K06949.01,2.3524,0.0376,1.24,Rocky (Earth-like),1.28,6749.0,7.4681,2.5961,3.7439,False,12.047
K07479.01,7.1969,0.0731,1.1,Rocky (Earth-like),1.004,5530.0,2.0814,1.3706,1.9765,False,13.44
K02050.02,3.178,0.0407,1.62,Super-Earth,0.891,5164.0,0.4448,0.6336,0.9137,False,12.218
K06299.01,0.9476,0.0186,0.67,Rocky (Earth-like),0.955,5508.0,0.5827,0.7252,1.0458,False,13.853
K07879.01,128.2086,0.6001,6.15,Gas Giant,1.754,7128.0,33.6386,5.5099,7.9458,False,11.036
K06557.01,6.6345,0.0719,1.04,Rocky (Earth-like),1.126,6463.0,2.3491,1.456,2.0998,False,13.805
K06954.01,6.6137,0.0711,0.91,Rocky (Earth-like),1.094,6056.0,3.0778,1.6666,2.4035,False,13.109
K07093.01,97.9916,0.441,1.41,Super-Earth,1.191,6499.0,2.1873,1.405,2.0262,False,13.65
K07354.01,43.2676,0.2516,1.61,Super-Earth,1.135,5747.0,2.9258,1.625,2.3434,False,13.468
K07483.01,16.9163,0.1187,0.68,Rocky (Earth-like),0.779,5628.0,0.5906,0.7301,1.0529,False,13.132
K01861.01,17.5044,0.1352,3.01,Mini-Neptune,1.077,6177.0,1.3351,1.0977,1.583,False,13.926
K06960.01,4.887,0.0578,1.2,Rocky (Earth-like),1.079,6152.0,1.3084,1.0867,1.5671,False,13.873
K07231.02,4.747,0.0593,13333.5,Super-Jupiter,1.234,6531.0,6.0237,2.3316,3.3624,False,13.388
K07360.01,4.0954,0.0549,7.76,Gas Giant,1.313,6839.0,5.6723,2.2626,3.2629,False,13.543
